Time,Data
Fri Sep 15 09:00:26 2023
,19.1671,16.0205,30.8998
Fri Sep 15 09:00:26 2023
,21.0149,17.6856,30.429
Fri Sep 15 09:00:26 2023
,24.1595,19.8011,29.5798
Fri Sep 15 09:00:28 2023
,27.6078,22.6719,28.8839
Fri Sep 15 09:00:28 2023
,1.77965e-43,-1.06053e+08,1.77965e-43
20,-1.78449,36.4396,29.5257
20,-1.88399,37.5041,30.5281
20,-1.95799,38.3444,31.2909
20,-2.02279,39.168,31.8059
