Time,X,Y,Z
15/09/2023 10:17:11,-4.05707,38.3717,33.8497
15/09/2023 10:17:11,-3.78605,38.8537,34.2786
15/09/2023 10:17:11,-3.45851,39.5781,34.6945
15/09/2023 10:17:11,-3.36321,39.7517,35.226
