Time,Pitch,Roll,Yaw
15/09/2023 10:17:08,0.0488692,0.0436769,-0.00580322
15/09/2023 10:17:08,0.0516515,0.0489488,-0.00810808
15/09/2023 10:17:08,0.0507834,0.0454234,-0.00376762
15/09/2023 10:17:08,0.0465544,0.0389713,-0.00270491
