Time,X,Y,Z
15/09/2023 10:17:09,0.267912,0.204716,0.956236
15/09/2023 10:17:09,0.259372,0.207644,0.950136
15/09/2023 10:17:10,0.267424,0.205204,0.953064
15/09/2023 10:17:10,0.268888,0.203984,0.9516
